StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly,Salary Package,Cluster
8845,Female,Kolkata,Tier1,ECE,AI,No,No,8.01,8.03,8.58,8.33,8.39,8.43,8.49,8.78,9.96,73.7,3,5,2.0,3,0,99.4,3.1,97.1,64.1,1,High,1,1,25.34,0
8846,Male,Kolkata,Tier1,CS,Networking,Yes,No,7.66,7.81,7.74,7.62,7.71,8.01,7.78,7.61,7.84,82.3,1,2,2.0,1,0,63.2,3.2,50.9,,1,Mid,1,0,8.58,3
8847,Male,Hyderabad,Tier2,CS,Networking,Yes,Yes,7.38,7.26,7.14,7.73,7.09,7.33,7.17,7.27,7.13,66.5,0,1,0.0,1,0,,2.1,26.2,29.8,1,Mid,0,0,0.0,3
8848,Female,Hyderabad,Tier2,Civil,Embedded,No,Yes,6.61,6.72,6.24,6.69,6.37,6.67,6.18,6.23,6.4,65.5,1,1,3.0,3,1,64.3,3.3,68.8,,1,Low,1,0,4.55,3
8849,Female,Delhi,Tier2,ECE,Embedded,Yes,No,6.87,7.39,7.1,7.3,7.45,7.22,7.73,7.64,7.34,69.4,1,3,2.0,2,1,,4.3,51.1,47.4,1,Mid,1,0,8.79,3
8850,Male,Pune,Tier1,Mechanical,Networking,Yes,No,8.42,9.27,8.55,9.0,8.44,9.47,9.4,9.82,8.93,91.6,2,3,2.0,3,2,69.3,4.3,63.4,84.9,1,High,1,0,22.33,0
8851,Male,Kochi,Tier3,Mechanical,Embedded,No,Yes,7.26,7.0,6.45,6.59,6.6,6.96,6.65,6.0,6.66,55.3,0,0,0.0,0,0,37.9,1.9,23.5,30.3,0,Mid,0,0,0.0,1
8852,Female,Bangalore,Tier2,ECE,Embedded,Yes,No,8.05,8.07,8.53,7.88,8.4,7.73,7.9,8.32,8.09,78.8,1,2,3.0,2,0,73.2,2.9,51.3,55.8,1,High,1,0,18.26,3
8853,Male,Pune,Tier1,ECE,AI,No,No,5.37,5.88,4.77,6.09,5.08,5.15,6.04,4.84,5.39,90.1,2,3,4.0,3,2,68.2,4.9,78.1,,0,Low,1,0,6.34,2
8854,Female,Jaipur,Tier2,ECE,Embedded,Yes,No,5.52,6.22,6.12,6.22,6.2,5.78,5.79,6.17,5.96,81.5,1,2,,2,0,58.4,2.0,52.9,63.5,1,Low,0,0,0.0,3
8855,Male,Delhi,Tier2,CS,DataScience,Yes,No,6.3,6.36,6.71,6.03,6.1,6.1,6.62,6.63,6.29,78.5,1,1,1.0,2,0,79.6,3.5,54.9,65.0,1,Low,1,0,5.6,3
8856,Female,Hyderabad,Tier2,IT,AI,Yes,No,10.0,9.83,10.0,10.0,10.0,10.0,10.0,9.89,10.0,100.0,2,3,3.0,3,2,87.7,4.4,77.8,73.2,1,High,1,0,25.81,0
8857,Female,Kolkata,Tier2,ECE,AI,Yes,No,8.83,8.57,8.65,8.95,9.59,9.18,9.51,9.68,9.07,89.2,2,3,3.0,2,2,75.3,5.0,77.8,78.7,0,High,1,0,18.22,0
8858,Female,Hyderabad,Tier1,EE,Embedded,Yes,No,7.96,8.56,8.09,8.5,8.81,8.04,8.59,9.12,8.53,78.5,2,3,2.0,3,1,91.9,3.0,100.0,88.7,1,High,1,0,18.42,0
8859,Male,Delhi,Tier1,CS,AI,Yes,No,7.46,8.15,7.5,7.61,7.27,8.15,6.97,8.39,7.82,66.6,1,2,2.0,2,1,79.5,3.3,,52.1,1,Mid,1,0,8.02,3
8860,Male,Kolkata,Tier3,Civil,Networking,Yes,No,7.5,7.69,7.41,6.92,7.23,6.86,7.23,7.04,7.15,73.9,1,3,2.0,2,0,72.1,4.4,55.5,43.7,1,Mid,1,0,8.55,3
8861,Male,Chennai,Tier1,CS,Networking,Yes,No,8.57,8.18,7.99,8.53,8.3,8.74,8.5,8.18,8.38,70.7,1,1,2.0,2,1,61.6,3.1,54.8,54.2,1,High,1,0,22.21,3
8862,Male,Jaipur,Tier3,ECE,DataScience,Yes,No,6.79,6.1,7.02,6.1,6.41,6.63,6.1,6.5,6.52,66.4,0,1,0.0,1,0,43.9,1.2,,26.7,1,Mid,0,0,0.0,1
8863,Male,Delhi,Tier2,CS,AI,Yes,No,4.53,4.26,4.0,4.72,4.24,4.19,4.0,4.01,4.2,58.6,0,1,1.0,0,0,51.3,2.7,29.3,23.4,0,Low,0,0,0.0,1
8864,Male,Bangalore,Tier2,ECE,DataScience,Yes,No,7.04,6.8,7.44,7.6,7.39,7.23,6.89,7.58,7.23,79.4,1,2,2.0,3,1,64.7,2.7,,58.6,1,Mid,1,0,8.32,3
8865,Male,Mumbai,Tier1,Mechanical,Embedded,Yes,No,9.14,9.31,9.54,9.82,9.84,9.72,10.0,10.0,9.57,81.0,2,3,3.0,4,1,81.2,4.2,87.9,80.1,1,High,1,0,25.26,0
8866,Male,Ahmedabad,Tier1,CS,DataScience,Yes,No,9.11,9.14,8.94,8.72,9.59,8.79,9.4,9.5,9.07,78.3,1,2,1.0,2,1,71.9,2.7,58.5,49.3,0,High,1,0,18.34,0
8867,Female,Kochi,Tier3,CS,AI,Yes,No,8.09,7.94,8.06,7.75,8.21,8.18,7.85,7.85,7.97,78.2,1,2,2.0,2,0,66.3,3.0,54.4,52.9,0,Mid,1,0,8.05,3
8868,Male,Delhi,Tier2,EE,Embedded,Yes,No,9.45,9.1,9.57,8.61,9.15,9.3,9.15,9.44,9.15,67.5,1,2,1.0,1,1,66.1,2.7,41.3,43.5,1,High,1,0,18.9,0
8869,Male,Bangalore,Tier2,ECE,DataScience,Yes,No,8.63,8.54,8.87,8.8,9.29,8.46,8.79,9.0,8.77,76.7,2,1,,1,0,63.2,2.5,51.7,,0,High,1,0,18.36,3
8870,Female,Delhi,Tier3,Mechanical,DataScience,Yes,No,6.38,6.7,6.5,6.14,6.35,6.1,6.37,5.66,6.51,69.2,1,2,2.0,2,0,67.2,3.3,54.0,44.9,1,Mid,0,0,0.0,3
8871,Female,Ahmedabad,Tier3,ECE,Embedded,No,Yes,4.81,4.96,5.14,5.04,4.8,4.78,5.12,4.45,4.78,58.7,0,1,0.0,0,0,56.2,1.3,28.2,28.9,1,Low,0,0,0.0,1
8872,Male,Kolkata,Tier1,ECE,Embedded,No,No,6.82,7.0,6.73,7.07,7.08,7.45,7.22,6.88,9.97,77.5,3,5,,3,1,96.9,4.3,96.0,79.2,1,Mid,1,1,12.78,2
8873,Female,Chennai,Tier3,CS,Networking,Yes,No,8.32,8.46,8.87,8.3,8.91,8.65,8.91,9.09,8.72,75.7,1,3,1.0,2,1,,4.0,57.7,64.8,1,High,1,0,22.91,0
8874,Male,Bangalore,Tier1,CS,DataScience,Yes,No,7.94,7.82,7.46,8.28,8.17,7.86,7.81,8.33,8.0,91.5,2,3,3.0,3,1,67.9,3.5,59.3,70.6,1,Mid,1,0,10.96,2
8875,Male,Mumbai,Tier3,Civil,Networking,Yes,No,4.87,5.14,4.93,4.58,4.29,5.19,4.63,4.65,4.66,69.8,0,1,,0,0,48.3,1.9,33.4,31.7,0,Low,0,0,0.0,1
8876,Male,Kolkata,Tier1,CS,AI,Yes,No,8.82,9.07,9.27,8.95,9.61,9.48,9.77,9.44,9.39,99.2,2,4,2.0,1,1,100.0,5.0,63.1,,0,High,1,0,18.5,0
8877,Male,Mumbai,Tier2,CS,Networking,No,No,8.41,8.78,8.78,8.48,8.15,8.71,9.32,9.11,4.16,50.97073576,3,3,3.0,3,2,33.9,2.6,7.0,63.6,1,High,1,1,18.21,0
8878,Male,Delhi,Tier1,CS,AI,No,No,8.57,9.25,8.94,8.87,9.24,9.36,9.47,9.62,4.15,52.15279599,1,4,3.0,3,2,36.5,1.8,,71.2,1,High,1,1,18.63,0
8879,Female,Bangalore,Tier2,ECE,Embedded,Yes,No,7.57,7.82,8.05,7.95,7.94,8.44,8.14,7.82,8.05,71.7,0,1,1.0,2,0,66.0,2.7,60.5,55.6,0,High,1,0,18.92,3
8880,Male,Chennai,Tier1,CS,DataScience,No,No,8.38,8.74,9.02,8.82,9.17,9.02,8.52,9.0,8.98,87.7,2,3,3.0,4,0,77.5,5.0,69.0,63.9,1,High,1,0,22.82,0
8881,Male,Hyderabad,Tier3,IT,DataScience,Yes,No,8.01,8.35,7.79,7.8,7.93,7.54,8.3,8.0,8.03,82.1,0,1,1.0,1,0,54.5,2.7,56.7,61.9,1,High,1,0,18.49,3
8882,Male,Kochi,Tier2,Civil,Embedded,Yes,No,8.21,8.85,8.31,8.4,8.72,8.33,8.75,8.45,8.38,86.5,1,2,3.0,1,0,66.3,1.3,58.9,56.7,1,High,1,0,18.94,3
8883,Male,Pune,Tier1,CS,AI,Yes,Yes,9.29,9.74,9.59,9.45,9.12,9.86,9.54,9.28,9.52,81.1,2,4,2.0,2,2,71.3,3.9,93.9,74.0,1,High,1,0,25.03,0
8884,Female,Delhi,Tier2,CS,AI,Yes,No,6.56,6.96,6.81,6.92,6.96,6.98,7.25,7.28,7.04,87.9,1,2,2.0,4,2,85.6,4.3,,,0,Mid,1,0,8.74,2
8885,Female,Kolkata,Tier3,Mechanical,DataScience,Yes,No,5.81,5.41,5.51,5.26,5.63,5.24,5.32,5.05,5.5,65.0,0,1,1.0,1,0,,2.3,29.2,24.6,0,Low,0,0,0.0,1
8886,Male,Bangalore,Tier3,EE,DataScience,No,No,6.55,6.49,6.4,7.16,6.97,7.12,6.84,6.8,6.69,85.8,1,2,1.0,2,1,55.6,2.4,54.9,45.1,1,Mid,1,0,8.6,3
8887,Female,Bangalore,Tier3,Civil,Embedded,Yes,No,7.71,7.46,7.4,7.15,7.41,7.63,7.98,7.42,7.61,79.7,2,1,1.0,2,0,77.2,,51.5,61.3,1,Mid,1,0,8.17,3
8888,Male,Bangalore,Tier1,ECE,Embedded,Yes,No,6.39,6.36,6.99,6.6,6.29,6.22,6.96,7.07,6.63,80.4,1,2,2.0,1,1,80.6,2.5,44.8,39.2,1,Mid,0,0,0.0,3
8889,Female,Ahmedabad,Tier1,ECE,Networking,Yes,No,10.0,9.66,10.0,10.0,10.0,9.74,10.0,9.95,10.0,88.0,2,3,3.0,4,1,80.7,4.4,,68.3,1,High,1,0,18.96,0
8890,Male,Ahmedabad,Tier2,CS,AI,No,No,7.79,8.05,7.7,7.67,8.02,8.01,7.89,7.7,7.78,89.6,3,3,,3,2,74.4,4.7,70.7,,1,Mid,1,0,8.85,2
8891,Male,Chennai,Tier1,Mechanical,Networking,No,No,8.15,8.64,8.16,8.47,8.24,8.53,8.87,8.45,4.06,54.89034381,2,4,4.0,3,2,35.7,4.5,3.3,69.2,1,High,1,1,18.87,0
8892,Male,Mumbai,Tier3,ECE,Networking,Yes,Yes,6.78,6.23,6.35,6.24,6.75,5.9,5.95,5.97,6.2,65.5,1,0,0.0,1,0,,1.7,18.9,27.7,0,Low,0,0,0.0,1
8893,Male,Pune,Tier3,CS,Networking,No,Yes,6.51,5.9,6.04,6.02,5.85,5.64,6.01,5.51,6.01,54.6,0,1,0.0,1,0,51.0,2.5,29.6,25.8,0,Low,0,0,0.0,1
8894,Male,Ahmedabad,Tier2,Mechanical,Embedded,Yes,No,9.62,9.96,9.65,9.7,9.89,9.86,9.09,10.0,9.86,73.5,1,2,2.0,2,0,67.6,2.3,67.3,47.2,0,High,1,0,18.18,0
8895,Male,Hyderabad,Tier2,CS,AI,Yes,No,7.6,8.13,7.82,7.85,8.33,7.75,7.57,7.8,7.97,95.2,2,3,,3,1,,4.8,86.7,79.1,1,Mid,1,0,8.34,2
8896,Female,Jaipur,Tier1,IT,DataScience,No,No,8.36,8.38,7.65,8.43,8.29,8.41,8.42,8.42,8.27,99.7,2,3,3.0,3,2,,3.4,65.0,75.4,1,High,1,0,22.03,0
8897,Female,Ahmedabad,Tier2,Civil,AI,No,No,8.74,9.09,8.94,8.47,9.28,9.05,8.89,9.32,8.96,80.2,1,4,2.0,4,1,74.6,5.0,69.1,79.1,1,High,1,0,22.37,0
8898,Male,Mumbai,Tier1,CS,AI,Yes,No,6.36,5.88,6.58,6.27,6.08,6.17,6.78,6.02,6.32,71.7,1,2,3.0,3,0,77.9,2.0,53.5,52.0,0,Low,0,0,0.0,3
8899,Female,Delhi,Tier2,ECE,Embedded,Yes,No,9.49,9.88,8.99,9.69,9.63,9.8,9.51,9.43,9.39,75.6,2,3,3.0,4,1,80.6,4.0,65.5,72.9,0,High,1,0,18.62,0
8900,Male,Hyderabad,Tier2,Civil,Embedded,Yes,Yes,4.73,4.59,4.84,4.56,4.33,4.0,4.27,4.48,4.61,57.2,0,0,0.0,0,0,49.1,2.0,31.1,32.7,0,Low,0,0,0.0,1
8901,Female,Kochi,Tier2,CS,DataScience,Yes,No,5.36,5.88,5.47,5.8,5.51,5.29,5.3,5.31,5.51,81.6,0,2,1.0,1,1,60.0,3.5,60.3,56.1,1,Low,0,0,0.0,1
8902,Female,Hyderabad,Tier3,EE,DataScience,Yes,Yes,5.2,4.79,5.86,4.89,5.46,5.02,5.65,4.97,5.38,64.1,0,1,0.0,0,0,50.3,2.5,24.0,23.6,0,Low,0,0,0.0,1
8903,Female,Hyderabad,Tier3,Mechanical,AI,Yes,No,6.39,6.49,5.9,6.1,5.87,5.51,5.89,6.47,6.23,84.0,1,1,1.0,1,1,73.3,2.5,46.5,58.1,1,Low,0,0,0.0,3
8904,Male,Chennai,Tier2,IT,Embedded,Yes,No,7.38,6.49,7.17,6.74,7.0,7.19,7.37,7.21,7.05,75.1,1,2,1.0,2,0,64.2,3.3,56.0,38.0,0,Mid,1,0,8.61,3
8905,Male,Kolkata,Tier3,Mechanical,Embedded,Yes,No,6.99,7.51,7.21,7.06,7.3,6.9,7.59,6.97,7.21,77.5,1,2,2.0,2,0,74.5,3.3,56.4,44.8,1,Mid,1,0,8.37,3
8906,Male,Ahmedabad,Tier2,IT,AI,No,No,8.41,7.79,8.23,7.94,8.14,7.97,8.36,8.13,8.26,67.8,1,2,3.0,1,1,65.2,3.2,51.1,,0,High,1,0,18.77,3
8907,Female,Hyderabad,Tier2,CS,DataScience,Yes,No,6.81,6.98,7.18,6.61,7.58,6.51,7.13,6.62,4.05,50.35077284,1,2,,2,1,,3.3,1.8,56.7,0,Mid,1,1,8.16,3
8908,Male,Hyderabad,Tier2,CS,DataScience,No,No,6.61,6.07,6.03,6.46,6.76,6.41,6.92,6.65,6.54,86.3,1,2,1.0,2,1,58.9,3.0,53.5,43.0,1,Mid,0,0,0.0,3
8909,Male,Bangalore,Tier1,Civil,Networking,Yes,No,7.48,7.25,7.27,7.75,7.55,7.99,6.96,7.55,7.37,88.7,0,2,1.0,1,1,,3.5,56.2,39.6,0,Mid,1,0,8.76,3
8910,Male,Delhi,Tier3,EE,DataScience,No,No,6.58,6.83,6.67,6.45,5.79,6.24,6.25,5.72,6.14,56.9,1,0,1.0,1,0,43.1,1.5,19.5,24.1,0,Low,0,0,0.0,1
8911,Female,Kolkata,Tier2,ECE,AI,No,No,8.27,8.33,8.55,8.26,8.1,8.88,8.05,8.1,8.47,79.5,0,1,,1,1,71.6,,60.0,43.3,0,High,1,0,18.3,3
8912,Male,Chennai,Tier2,IT,Embedded,No,No,7.18,6.92,7.27,7.09,6.82,7.43,6.93,7.44,6.94,81.5,1,2,3.0,1,1,54.4,3.4,58.7,67.0,1,Mid,1,0,8.26,3
8913,Male,Chennai,Tier3,Mechanical,Networking,No,No,5.27,6.04,6.09,6.23,5.54,6.08,5.63,5.91,5.87,62.0,2,0,0.0,1,0,41.4,1.9,23.7,27.1,0,Low,0,0,0.0,1
8914,Male,Bangalore,Tier2,IT,Embedded,No,No,9.24,9.81,10.0,9.91,9.01,10.0,9.83,9.63,9.65,97.7,2,3,3.0,2,1,97.5,3.9,75.0,74.0,1,High,1,0,25.47,0
8915,Male,Ahmedabad,Tier2,CS,DataScience,Yes,No,8.49,9.09,9.06,9.42,9.02,9.5,8.95,9.54,9.06,89.3,1,4,3.0,3,1,92.8,2.8,75.6,71.5,1,High,1,0,18.87,0
8916,Female,Bangalore,Tier1,ECE,DataScience,Yes,No,7.86,8.04,8.23,7.93,8.36,7.95,7.37,8.5,8.01,79.5,0,2,,2,1,,2.3,58.6,53.7,1,High,1,0,18.78,3
8917,Male,Bangalore,Tier2,CS,Embedded,No,No,6.79,6.95,7.17,7.86,7.19,6.68,7.12,7.58,7.18,88.7,1,1,2.0,2,1,71.1,2.9,52.7,46.2,0,Mid,1,0,8.02,3
8918,Female,Hyderabad,Tier2,CS,AI,Yes,No,5.43,5.68,5.77,6.2,5.31,5.75,5.75,5.52,5.51,61.8,0,1,1.0,0,0,,1.7,20.5,28.1,0,Low,0,0,0.0,1
8919,Female,Bangalore,Tier2,ECE,Embedded,No,Yes,6.41,5.73,7.21,6.58,6.83,6.44,7.07,6.75,6.75,74.8,2,2,1.0,2,1,,3.5,65.9,62.2,1,Mid,1,0,8.94,3
8920,Female,Kochi,Tier3,IT,AI,No,No,7.74,8.45,8.04,8.07,7.31,8.14,7.71,8.27,7.93,74.6,1,2,1.0,2,0,72.2,3.1,39.9,46.3,0,Mid,1,0,8.53,3
8921,Female,Bangalore,Tier2,EE,AI,Yes,No,8.16,7.7,6.79,7.22,7.57,7.01,7.51,7.04,7.42,76.8,1,3,2.0,2,0,68.5,3.5,57.0,48.6,1,Mid,1,0,8.84,3
8922,Female,Pune,Tier2,ECE,Networking,No,No,7.63,7.59,7.73,7.76,7.96,7.71,7.51,8.13,7.73,71.8,2,4,3.0,2,1,100.0,4.2,73.5,63.0,0,Mid,1,0,8.07,2
8923,Female,Bangalore,Tier2,Civil,Networking,Yes,Yes,8.04,7.68,8.13,8.49,8.9,7.75,7.82,8.23,8.04,88.0,1,1,2.0,2,1,51.3,3.2,42.5,47.4,0,High,1,0,18.74,3
8924,Female,Chennai,Tier3,ECE,AI,Yes,Yes,4.29,4.56,4.76,4.5,4.56,4.7,4.5,4.19,4.44,58.0,0,0,1.0,1,0,,3.1,30.7,30.6,0,Low,0,0,0.0,1
8925,Male,Hyderabad,Tier1,CS,AI,No,No,8.61,8.72,8.79,9.03,9.46,9.6,9.15,8.99,9.15,84.1,1,3,2.0,4,1,91.6,4.5,69.1,81.8,1,High,1,0,25.0,0
8926,Female,Delhi,Tier1,CS,DataScience,No,No,9.03,8.7,8.6,9.25,8.7,9.02,8.63,8.36,8.85,65.1,1,1,1.0,2,1,79.3,2.9,52.0,55.3,0,High,1,0,18.59,0
8927,Male,Hyderabad,Tier2,CS,AI,No,No,7.31,6.92,6.36,6.51,7.07,6.81,6.71,7.04,6.81,73.0,1,2,2.0,1,0,57.6,3.7,37.3,46.3,0,Mid,0,0,0.0,3
8928,Female,Ahmedabad,Tier1,Civil,Embedded,No,No,8.49,8.56,9.02,8.57,9.44,9.12,8.87,9.3,8.84,92.0,3,2,3.0,4,1,99.3,3.5,92.5,69.9,1,High,1,0,22.78,0
8929,Female,Delhi,Tier1,ECE,DataScience,Yes,No,8.58,8.41,8.28,9.1,8.74,8.6,8.82,8.49,8.69,74.9,1,3,3.0,4,1,71.6,4.7,61.7,76.9,1,High,1,0,22.99,0
8930,Female,Pune,Tier3,CS,Networking,Yes,Yes,6.48,5.96,5.55,5.31,5.91,5.3,5.55,5.56,5.79,61.8,0,0,0.0,0,0,40.4,1.3,30.3,31.0,0,Low,0,0,0.0,1
8931,Male,Bangalore,Tier2,EE,DataScience,No,No,8.31,8.36,8.11,7.56,7.58,7.65,7.48,8.05,7.84,90.4,0,1,2.0,2,1,,4.6,60.8,50.0,1,Mid,1,0,10.28,3
8932,Male,Mumbai,Tier2,EE,AI,Yes,No,9.22,9.33,9.35,9.38,9.26,9.54,9.11,8.85,9.26,100.0,2,3,3.0,3,2,71.8,3.2,66.5,76.2,1,High,1,0,26.0,0
8933,Male,Hyderabad,Tier2,CS,AI,Yes,No,6.49,6.65,6.43,6.64,6.99,7.28,7.22,7.51,7.02,93.1,3,3,4.0,3,2,87.9,3.6,86.7,72.8,1,Mid,1,0,10.03,2
8934,Female,Chennai,Tier2,ECE,Embedded,Yes,No,7.93,8.51,8.56,8.35,7.96,8.13,8.57,7.56,8.21,61.7,2,2,2.0,2,0,,3.6,56.9,59.1,1,High,1,0,22.96,3
8935,Female,Jaipur,Tier3,Civil,Networking,No,Yes,6.84,7.37,7.04,7.51,7.15,7.76,7.39,7.48,7.12,65.8,1,2,2.0,1,1,65.0,2.4,52.2,43.1,1,Mid,1,0,12.06,3
8936,Male,Mumbai,Tier2,Civil,AI,Yes,No,7.59,7.78,7.79,7.72,7.35,7.83,7.6,7.96,7.63,89.7,1,2,2.0,2,1,73.3,2.6,,54.8,1,Mid,1,0,9.11,3
8937,Male,Pune,Tier2,IT,Embedded,No,No,6.32,5.71,6.0,6.1,5.96,6.16,5.91,6.19,6.06,90.4,1,3,3.0,5,2,69.2,3.6,74.3,70.9,1,Low,1,0,5.64,2
8938,Male,Bangalore,Tier3,Civil,Embedded,No,Yes,4.25,4.49,4.79,4.26,4.0,4.28,4.38,4.13,4.42,65.1,0,0,0.0,0,0,49.2,1.6,31.6,34.2,0,Low,0,0,0.0,1
8939,Male,Delhi,Tier2,ECE,Networking,No,No,7.09,7.24,6.71,6.78,7.14,7.31,7.2,7.58,7.14,68.4,1,1,1.0,2,0,64.5,3.1,56.9,55.6,1,Mid,1,0,8.9,3
8940,Male,Delhi,Tier2,ECE,Embedded,Yes,No,9.98,9.97,10.0,10.0,9.84,9.74,10.0,10.0,9.81,84.0,2,1,1.0,4,2,62.4,5.0,62.9,,0,High,1,0,18.35,0
8941,Female,Pune,Tier2,Mechanical,Embedded,Yes,No,7.31,6.91,7.4,7.08,7.75,7.59,6.83,7.26,7.37,64.4,1,2,,2,1,67.9,,53.0,44.8,1,Mid,1,0,8.81,3
8942,Female,Chennai,Tier2,CS,Networking,No,No,7.33,7.58,7.56,7.17,7.61,7.73,7.75,7.5,7.54,88.6,0,3,1.0,1,1,60.4,4.0,60.9,55.4,1,Mid,1,0,8.42,3
8943,Female,Bangalore,Tier3,CS,DataScience,Yes,Yes,4.71,4.69,4.42,4.63,4.8,4.51,4.55,4.22,4.54,64.7,0,1,0.0,0,0,39.2,1.8,24.8,33.4,1,Low,0,0,0.0,1
8944,Male,Bangalore,Tier2,ECE,Embedded,Yes,No,4.22,4.21,4.0,4.0,4.27,4.0,4.14,4.0,4.2,58.1,1,1,0.0,1,0,37.4,1.6,33.2,34.4,0,Low,0,0,0.0,1
8945,Male,Chennai,Tier1,CS,DataScience,Yes,No,8.42,8.45,8.55,8.6,8.62,9.13,8.19,9.05,8.62,84.2,2,4,3.0,2,3,89.3,2.8,71.3,81.2,0,High,1,0,18.95,0
8946,Male,Ahmedabad,Tier3,CS,Embedded,No,No,7.34,7.56,7.39,7.57,6.71,6.9,7.51,6.48,7.3,57.2,0,1,1.0,1,0,38.2,2.8,29.2,29.6,0,Mid,0,0,0.0,3
8947,Male,Hyderabad,Tier3,Mechanical,Embedded,No,No,6.08,6.13,6.72,6.64,6.7,6.29,7.07,5.99,6.4,78.9,0,2,1.0,1,0,65.1,2.9,,60.1,0,Low,1,0,3.86,3
8948,Female,Delhi,Tier3,ECE,Embedded,No,No,7.26,7.42,6.94,6.92,7.62,7.24,7.0,7.09,7.12,58.1,1,0,1.0,0,1,53.5,2.0,,30.8,0,Mid,0,0,0.0,3
8949,Male,Hyderabad,Tier1,ECE,Networking,No,No,9.09,9.06,9.34,8.94,9.32,9.06,8.88,9.47,9.13,88.4,1,3,2.0,4,1,88.8,2.8,71.4,64.7,1,High,1,0,18.72,0
8950,Female,Ahmedabad,Tier3,Civil,DataScience,Yes,No,5.39,4.92,5.49,4.95,5.07,4.77,5.22,4.68,5.2,78.6,1,2,1.0,1,0,58.5,3.9,49.8,50.7,0,Low,0,0,0.0,1
8951,Male,Pune,Tier2,ECE,DataScience,Yes,No,7.47,7.57,7.3,7.03,7.9,7.88,7.64,7.23,7.48,100.0,2,2,3.0,3,1,84.9,3.8,,71.3,1,Mid,1,0,9.39,2
8952,Male,Bangalore,Tier2,Civil,Networking,Yes,No,4.27,4.41,4.5,4.83,4.74,4.52,4.05,4.0,4.44,65.8,0,0,0.0,1,0,47.0,2.3,29.6,27.5,0,Low,0,0,0.0,1
8953,Male,Kochi,Tier1,IT,DataScience,Yes,No,10.0,9.94,10.0,10.0,10.0,10.0,10.0,10.0,4.37,54.41702302,1,3,3.0,3,2,34.7,2.2,2.4,74.1,1,High,1,1,18.85,0
8954,Male,Mumbai,Tier2,Civil,Embedded,No,Yes,7.03,5.89,6.61,6.92,6.97,7.52,6.86,7.03,6.95,74.3,2,2,1.0,2,0,70.3,2.8,66.3,62.4,0,Mid,1,0,8.96,3
8955,Male,Hyderabad,Tier2,ECE,Networking,No,No,9.05,9.54,8.67,9.1,9.21,8.49,9.2,9.65,9.2,82.3,1,3,3.0,3,1,,4.8,61.8,,0,High,1,0,18.1,0
8956,Male,Bangalore,Tier2,CS,Embedded,No,Yes,8.4,8.06,8.52,8.6,8.4,8.61,8.66,8.42,8.29,94.8,2,4,3.0,3,1,95.0,4.4,73.9,,0,High,1,0,18.4,0
8957,Male,Bangalore,Tier1,Mechanical,DataScience,No,Yes,6.98,7.11,7.12,7.35,6.76,7.04,7.0,7.25,7.1,78.1,2,1,2.0,2,1,67.6,4.0,61.8,,1,Mid,1,0,8.3,3
8958,Female,Pune,Tier2,IT,DataScience,No,Yes,4.34,4.51,4.56,5.13,4.93,4.4,4.95,4.0,4.69,56.0,1,0,0.0,0,0,47.8,2.8,29.2,,0,Low,0,0,0.0,1
8959,Male,Ahmedabad,Tier2,ECE,Embedded,No,No,8.55,8.64,9.24,8.94,8.26,8.36,9.11,8.79,8.79,75.8,1,3,1.0,2,1,71.8,3.6,66.6,49.7,1,High,1,0,18.57,0
8960,Female,Ahmedabad,Tier2,Mechanical,Networking,Yes,Yes,5.61,5.14,5.34,4.69,5.3,4.9,5.23,5.05,5.15,52.1,0,0,0.0,1,0,50.1,2.4,25.9,30.1,0,Low,0,0,0.0,1
8961,Male,Hyderabad,Tier2,Civil,DataScience,Yes,No,8.53,9.1,9.01,8.69,8.66,9.49,9.04,9.16,8.92,100.0,2,4,2.0,3,0,72.2,,66.3,78.8,1,High,1,0,18.74,0
8962,Male,Delhi,Tier3,Mechanical,Networking,Yes,No,7.43,7.65,7.67,7.81,7.43,7.22,7.25,7.53,7.48,72.7,1,2,,1,1,63.8,2.2,55.2,41.3,1,Mid,1,0,8.7,3
8963,Female,Delhi,Tier2,Civil,DataScience,Yes,No,7.46,7.74,7.72,7.63,7.56,7.36,7.12,7.82,7.5,84.2,1,2,1.0,1,0,62.8,2.9,54.8,38.9,1,Mid,1,0,8.81,3
8964,Female,Pune,Tier1,EE,Networking,No,No,6.47,6.39,6.4,6.53,6.09,6.3,6.33,6.08,6.23,78.2,1,4,2.0,3,2,96.0,3.4,85.1,64.2,1,Low,1,0,6.12,2
8965,Male,Mumbai,Tier3,IT,AI,Yes,Yes,6.87,6.69,6.17,6.67,6.57,6.5,6.66,6.56,6.76,52.2,1,2,1.0,1,0,58.5,4.0,51.7,46.4,1,Mid,1,0,8.17,3
8966,Male,Ahmedabad,Tier3,Mechanical,DataScience,No,No,6.05,6.48,6.52,5.88,6.55,6.33,5.92,6.1,6.27,77.5,1,2,2.0,1,0,76.1,3.1,,51.5,1,Low,0,0,0.0,3
